university,program_name,degree_level,role_groups,missing_skill,job_frequency,category
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Software Engineering + DevOps / Cloud,CI/CD,36,DevOps & Cloud
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Software Engineering + DevOps / Cloud,C#,33,Programming Languages
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Software Engineering + DevOps / Cloud,Kubernetes,31,DevOps & Cloud
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Software Engineering + DevOps / Cloud,Linux,25,DevOps & Cloud
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Software Engineering + DevOps / Cloud,MySQL,25,Databases
Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,Software Engineering + DevOps / Cloud,CSS,23,Web & Mobile Frameworks
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,Python,119,Programming Languages
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,SQL,83,Databases
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,JavaScript,68,Programming Languages
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,TypeScript,59,Programming Languages
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,React,55,Web & Mobile Frameworks
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,Node.js,47,Web & Mobile Frameworks
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,AWS,43,DevOps & Cloud
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,PostgreSQL,40,Databases
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,Git,39,DevOps & Cloud
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,Microservices Architecture,38,Software Engineering
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,C#,35,Programming Languages
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,Docker,35,DevOps & Cloud
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,Large Language Models,30,Data & ML
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,Java,28,Programming Languages
Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,Data / ML / AI + Software Engineering,Distributed Systems,26,Software Engineering
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Static Timing Analysis,10,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Tcl,7,Programming Languages
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,RTL-to-GDSII,6,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,RTL Design,5,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Clock Tree Synthesis,5,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,ASIC Design,5,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Formal Verification,5,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,SystemVerilog,5,Programming Languages
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Perl,4,Programming Languages
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Physical Verification,4,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Design for Test (DFT),4,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Synthesis,4,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Floorplanning,4,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Signal Integrity,3,Other Technical
Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,Place and Route,3,Other Technical
