phrase,esco_uri,esco_label,cosine_sim,matched
operation security,,,0.6851,False
operation software perspective,,,0.7206,False
operation unix operating,,,0.6546,False
operational databases generate,,,0.6529,False
operational excellence,,,0.6061,False
operational excellence documentation,,,0.5731,False
operational financial,,,0.6644,False
operational kpis okrs,,,0.4625,False
operational metrics sla,,,0.6033,False
operational systemsprepare,,,0.6031,False
operationalizing systems google,,,0.474,False
operations actively participating,,,0.6859,False
operations analytics finance,,,0.7129,False
operations center soc,,,0.5468,False
operations coordinator,,,0.6954,False
operations department,http://data.europa.eu/esco/skill/4df04290-0084-499a-b52c-a43ff074e198,operations department processes,0.819,True
operations dev qa,,,0.7144,False
operations drive,,,0.6636,False
operations interactive,,,0.6264,False
operations interactive mouse,,,0.4528,False
operations just deployments,,,0.6655,False
operations marketing guidance,,,0.6493,False
operations mathematical,,,0.6166,False
operations mathematical modeling,,,0.7257,False
operations performed,,,0.7277,False
operations prop firm,,,0.65,False
operations reporting,,,0.7194,False
operations research,http://data.europa.eu/esco/skill/2d140a3a-45a6-4248-80dd-b3760ebc9cc6,operations management,0.8323,True
operations research deterministic,,,0.652,False
operations research network,http://data.europa.eu/esco/skill/2d140a3a-45a6-4248-80dd-b3760ebc9cc6,operations management,0.7555,True
operations smooth,,,0.648,False
operations specialist,,,0.7492,False
operations workspace officer,,,0.6755,False
operator journeys collaborate,,,0.5677,False
operator theory,,,0.4169,False
operators,,,0.4356,False
operators acting,,,0.4827,False
operators applications integral,,,0.3815,False
operators banach,,,0.3291,False
opinions,,,0.7429,False
opportunities abound hcvt,,,0.3912,False
opportunities automation ai,,,0.569,False
opportunities platform,,,0.5991,False
opportunitiesbenefits package included,,,0.3928,False
opportunity align technology,,,0.4412,False
opportunity align treat,,,0.4287,False
opposition game theory,http://data.europa.eu/esco/skill/8b0f73ff-d36b-4196-bb83-464c3a6ef07d,game theory,0.8287,True
ops,,,0.4272,False
ops environment excel,,,0.5292,False
optical,http://data.europa.eu/esco/skill/38dbdfc4-427e-4fc8-b394-b00ec29dbe3a,optics,0.8251,True
optical electrical discussed,,,0.723,False
optical phenomena,,,0.7122,False
optical phenomena fundamental,,,0.6765,False
optical phenomena introduce,,,0.6647,False
optics application protective,,,0.6213,False
optics hardware platforms,,,0.7042,False
optimal,,,0.5433,False
optimal approximate graph,,,0.4795,False
optimal approximate solutions,,,0.4445,False
optimal database,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,database,0.7687,True
optimal methods,,,0.577,False
optimal performance,,,0.6658,False
optimal performance reliability,,,0.5588,False
optimally use,,,0.5099,False
optimisation,,,0.7229,False
optimisation scaling paid,,,0.5407,False
optimization,,,0.5962,False
optimization acquaint,,,0.4246,False
optimization acquaint students,,,0.5392,False
optimization aim course,,,0.5008,False
optimization algorithms,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,0.7778,True
optimization analytical mindset,,,0.5388,False
optimization arising,,,0.521,False
optimization arising outline,,,0.4578,False
optimization basic,,,0.489,False
optimization cloudlinux core,,,0.4792,False
optimization combinatorics discrete,,,0.4977,False
optimization constraint,,,0.6158,False
optimization course,,,0.5294,False
optimization familiarize,,,0.5474,False
optimization gaming products,,,0.5801,False
optimization high traffic,,,0.5947,False
optimization hiring,,,0.574,False
optimization knowledge bases,,,0.7158,False
optimization main,,,0.4925,False
optimization main extremal,,,0.4333,False
optimization methods,,,0.621,False
optimization numerical,,,0.4957,False
optimization optimization,,,0.5613,False
optimization optimization arising,,,0.524,False
optimization particular theory,,,0.5241,False
optimization problems,,,0.5414,False
optimization problems computer,,,0.5091,False
optimization problems statistical,,,0.4793,False
optimization timing closure,,,0.535,False
optimizationproject management,,,0.6182,False
optimizations register allocation,,,0.5696,False
optimize,,,0.7207,False
optimize advanced sql,,,0.5558,False
optimize automated onboarding,,,0.5253,False
optimize commission structures,,,0.7264,False
optimize content,,,0.588,False
optimize email campaigns,,,0.6134,False
optimize employee experience,,,0.5681,False
optimize infrastructure,,,0.591,False
optimize lead,http://data.europa.eu/esco/skill/10026df1-670d-4c75-b3d5-ee0037f9d59b,lead process optimisation,0.8548,True
optimize marketing,,,0.7361,False
optimize mission critical,,,0.511,False
optimize model inference,,,0.5184,False
optimize ms sql,,,0.5812,False
optimize multi channel,,,0.6508,False
optimize portfolios taking,,,0.6665,False
optimize server rendering,,,0.5078,False
optimize sql,,,0.6362,False
optimize sql queries,,,0.5928,False
optimize store listings,,,0.4884,False
optimize team workflows,,,0.6763,False
optimize web,,,0.6587,False
optimized b2b content,,,0.4144,False
optimized deployment,,,0.6609,False
optimized deployment pwa,,,0.4306,False
optimized kernels ml,,,0.5038,False
optimizing,,,0.7199,False
optimizing campaigns,,,0.7465,False
optimizing data storage,http://data.europa.eu/esco/skill/a7f0fbe0-c546-4f30-8e41-34a58c64567e,data storage,0.7734,True
optimizing knowledge,,,0.6347,False
optimizing knowledge bases,http://data.europa.eu/esco/skill/38da3c60-4b7c-4698-9256-574e4ee4e93b,knowledge base,0.7825,True
optimizing llms generative,,,0.4007,False
optimizing retention funnels,,,0.5538,False
optimizing supply,,,0.7329,False
optimum partners dwc,,,0.4314,False
option appropriate,,,0.4744,False
option openness cooperation,,,0.5479,False
optional,,,0.4167,False
options esop,,,0.5001,False
options esop scaling,,,0.4707,False
options growing venture,,,0.5175,False
options respective technologies,,,0.5435,False
optionsprofessional development opportunitiesemployee,,,0.5005,False
optoelectronics,http://data.europa.eu/esco/skill/e66cd71d-371c-4f82-8bce-b220b8c2d6ea,optoelectronics,1.0,True
optoelectronics renewable energy,,,0.6429,False
oracle,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,Oracle Relational Database,0.7527,True
oracle cloud,,,0.6045,False
oracle core banking,,,0.7469,False
oracle database,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,Oracle Relational Database,0.8874,True
oracle ebs r12,,,0.5267,False
oracle identity cloud,,,0.5524,False
oracle mongodb postgresql,,,0.5796,False
oracle postgres db,,,0.7472,False
oracle postgresql gitlab,,,0.5191,False
oracle products cloud,,,0.5656,False
oral,,,0.7367,False
oral cultivate,,,0.5947,False
oral cultivate debate,,,0.668,False
oral enhance,,,0.5773,False
oral enhance debate,,,0.5648,False
oral skills,,,0.5614,False
oral skills fields,,,0.5374,False
oral translation,,,0.6706,False
oral translation skills,,,0.7378,False
orally,,,0.6148,False
orally reports,,,0.6108,False
orbits limit sets,,,0.369,False
orchestration,http://data.europa.eu/esco/skill/5e682b6e-1957-4146-9c05-2e2590760757,orchestrate music,0.8944,True
orchestration a2a mcp,,,0.537,False
orchestration automate security,,,0.5365,False
orchestration deployments pipelines,,,0.6574,False
orchestration recommend technology,,,0.6689,False
orchestration scaling strategies,,,0.5778,False
orchestrationdata warehousing,,,0.6862,False
order demonstrate,,,0.6393,False
order hyperbolic,,,0.3281,False
order proficiency,,,0.5994,False
orders,http://data.europa.eu/esco/skill/24c4beb4-429c-4cd1-b0bd-c04ba4c82e13,prepare orders,0.788,True
orders contracts invoices,,,0.7444,False
orders coordinate logistics,http://data.europa.eu/esco/skill/c8fac70a-68a1-483b-a6d5-701aee4220fb,coordinate orders from various suppliers,0.8235,True
orders jobs document,,,0.5501,False
orders maintenance repairs,http://data.europa.eu/esco/skill/6cb9c23b-e3bc-4917-b588-26c4cef9d920,maintenance operations,0.7709,True
ordinary,,,0.402,False
ordinary differential,,,0.4229,False
ordinary differential equations,,,0.3327,False
organ systems,,,0.6748,False
organic displays artificially,,,0.7231,False
organic impressions,,,0.5197,False
organisation,http://data.europa.eu/esco/skill/1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76,represent the organisation,0.8332,True
organisation computer,,,0.6684,False
organisation computer network,,,0.7164,False
organisation vp operations,,,0.6405,False
organism underpinning role,,,0.5561,False
organisms,http://data.europa.eu/esco/skill/14c9635f-1afe-41a1-997e-7b406751e033,organism taxonomy,0.7533,True
organisms organic agriculture,http://data.europa.eu/esco/skill/186da517-9a3e-41cd-9158-4001e3694459,organic farming,0.8247,True
organization calculations modeling,,,0.5983,False
organization computer networks,,,0.681,False
organization invisalign palatal,,,0.4876,False
organization specializing nuclear,,,0.689,False
organizational control,,,0.6704,False
organizational design,,,0.7437,False
organizational multitasking,,,0.5983,False
organizational strategic,http://data.europa.eu/esco/skill/953445c0-4770-4be0-91cf-270a64c0e297,implement strategic management,0.8325,True
organizationcommunicate effectively developers,,,0.584,False
organizations,http://data.europa.eu/esco/skill/1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76,represent the organisation,0.7522,True
organizations affordable housing,,,0.5514,False
organizations determine management,,,0.6468,False
organizations integrates synthesizes,,,0.5664,False
organize,http://data.europa.eu/esco/skill/bf05da8d-772a-4423-adb2-df79672f46f7,organise information,0.7945,True
organize contract signing,,,0.6254,False
organized oriented,,,0.5892,False
organized portfolio link,,,0.6447,False
organizing,http://data.europa.eu/esco/skill/bf05da8d-772a-4423-adb2-df79672f46f7,organise information,0.7672,True
organizing parallel computations,,,0.5978,False
organizing rescue operations,,,0.7195,False
orientations,,,0.5523,False
orientations effectively,,,0.5776,False
oriented,,,0.4377,False
oriented analysis,,,0.5303,False
oriented analysis design,,,0.5784,False
oriented analytical,,,0.5429,False
oriented content tested,,,0.5321,False
oriented environment qualificationstechnicaljava,,,0.5342,False
oriented object relational,,,0.6833,False
oriented open travel,,,0.5961,False
oriented programming,http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,use object-oriented programming,0.7804,True
oriented programming basic,,,0.7172,False
oriented programming course,,,0.6454,False
oriented programming design,http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,use object-oriented programming,0.7718,True
oriented programming expert,,,0.6571,False
oriented programming programming,http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,use object-oriented programming,0.7943,True
oriented programming using,http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,use object-oriented programming,0.8163,True
oriented returns claims,,,0.5754,False
oriented sql language,,,0.6338,False
oriented stack developer,,,0.4961,False
oriented term,,,0.5123,False
origins,,,0.5527,False
origins human,,,0.5003,False
origins human psyche,,,0.598,False
orm frameworks entity,,,0.4577,False
orthogonal bases study,,,0.3732,False
os backend service,,,0.4771,False
os experience,,,0.7236,False
os imunify360 components,,,0.3895,False
os procurement oversee,,,0.6895,False
os snagging handover,,,0.6276,False
osi,,,0.4223,False
osi model network,,,0.5304,False
oss,,,0.7171,False
oss bss,,,0.5674,False
ot ready join,,,0.585,False
outbound,,,0.4747,False
outbound prospecting,,,0.4927,False
outcomes framework,,,0.4468,False
outcomes partner marketing,,,0.6707,False
outline,,,0.6867,False
outline main numerical,,,0.5439,False
output,,,0.532,False
output capabilities labview,,,0.4385,False
output data,,,0.5642,False
outputs,,,0.5716,False
outreach,http://data.europa.eu/esco/skill/594a002c-de7a-4805-8cb9-a4c6283b61c3,integrate community outreach,0.8162,True
outreach qualify leads,,,0.6927,False
outside,,,0.6762,False
outsourcing,http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2,outsourcing strategy,0.8718,True
outstanding,,,0.4752,False
outstanding troubleshooting skills,,,0.584,False
overall data,,,0.5574,False
oversee,,,0.7068,False
oversee accounts,,,0.6586,False
oversee accounts receivable,,,0.7301,False
oversee business analysis,http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703,perform business analysis,0.8575,True
oversee creation blogs,,,0.4964,False
oversee daily,,,0.7114,False
oversee digital transformation,,,0.6691,False
oversee facility management,,,0.749,False
oversee multiple transformational,,,0.6157,False
oversee paythex risk,,,0.5315,False
oversee product,,,0.7302,False
overseeing,,,0.6618,False
overview digital circuits,,,0.6496,False
overwhelmed instant information,,,0.6045,False
owner,,,0.4749,False
ownership,,,0.5654,False
ownership accountability,,,0.7122,False
ownership architecture complex,,,0.5618,False
ownership autonomy build,,,0.5526,False
ownership critical backend,,,0.5388,False
ownership driven,,,0.5848,False
ownership feature,,,0.5823,False
ownership logical,,,0.5604,False
ownership meaningful,,,0.5177,False
ownership mindset proactive,,,0.5271,False
ownership proactive approach,,,0.6163,False
ownership process activating,,,0.4939,False
ownership role partnermatrix,,,0.4389,False
ownership testing,,,0.5358,False
owning,,,0.5021,False
owning storytelling translating,,,0.5708,False
oysterhr com careers,,,0.3861,False
p2p experience consultant,,,0.4697,False
p2p experience mandatory,,,0.3654,False
p2p systems highly,,,0.4054,False
paas saas integrations,,,0.477,False
pacific,,,0.4592,False
pacing,,,0.4422,False
packages computer,,,0.5777,False
packages computer modeling,,,0.5789,False
packages originally cpanel,,,0.4403,False
packaging,http://data.europa.eu/esco/skill/b8ac179c-4a29-4467-9177-031daf1321d6,packaging engineering,0.8501,True
packaging strategic accounts,,,0.6865,False
page,,,0.5876,False
page competitorscreate,,,0.5994,False
pages,,,0.5813,False
pages retargeting,,,0.4345,False
paid,,,0.4727,False
paid acquisition,,,0.6665,False
paid annual,,,0.4805,False
paid day offs,,,0.504,False
paid sick leaves,,,0.4203,False
paid social,,,0.5397,False
paid social campaigns,,,0.6635,False
paid vacation official,,,0.4447,False
paid vacation sick,,,0.3819,False
pain,,,0.5278,False
pain points,,,0.536,False
paired,,,0.5728,False
paired testing environment,,,0.4848,False
palo alto cisco,,,0.6226,False
pandas,,,0.3921,False
pandas numpy statsmodels,,,0.3178,False
pandas sqlability,,,0.4211,False
pandasextensive experience,,,0.3249,False
paper,,,0.7218,False
papers,,,0.6853,False
parabola study properties,,,0.3505,False
parabolic,,,0.3949,False
parabolic equations,,,0.3218,False
parabolic equations cauchy,,,0.2548,False
parabolic type equations,,,0.3364,False
paradigms batch,,,0.5828,False
paradigms batch micro,,,0.5728,False
paradigms design pattern,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17,use software design patterns,0.7564,True
parallel,,,0.4966,False
parallel accounting ledgers,,,0.6782,False
parallel computations,,,0.6272,False
parallel computations multiprocessor,,,0.6096,False
parallel distributed programming,http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83,distributed computing,0.768,True
parallel hp computing,,,0.5417,False
parallel hpc course,,,0.4443,False
parallel processing,,,0.568,False
parallel processing information,,,0.5958,False
parallel programming,,,0.6727,False
parallel programming acquire,,,0.6016,False
parameter,,,0.502,False
parameter dependent,,,0.4682,False
parameter dependent integrals,,,0.3789,False
parameters,,,0.5552,False
parametric,,,0.4759,False
parametric statistics provide,,,0.5926,False
paraphrase,,,0.4532,False
paraphrase turkish,,,0.6798,False
paraphrase turkish texts,,,0.6616,False
parental,,,0.6062,False
parental leave,,,0.4833,False
parking,http://data.europa.eu/esco/skill/656ae836-2075-459f-8967-03706d4ac2bb,parking regulations,0.7949,True
parsers email chat,,,0.4749,False
parsing,,,0.6588,False
partial derivatives,,,0.3464,False
participants,,,0.7114,False
participants qualifications bachelor,,,0.4576,False
participants resultscreate,,,0.5913,False
participate actively technical,,,0.6119,False
participate agile,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,Agile development,0.776,True
participate agile ceremonies,,,0.5869,False
participate creative marketing,,,0.6997,False
participate documenting infrastructure,,,0.5829,False
participate fortnightly releases,,,0.461,False
participate release readiness,,,0.5757,False
participate simulated multi,,,0.4716,False
participate software,,,0.6248,False
participate software design,http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba,create software design,0.776,True
participate software testing,,,0.7435,False
participate stages software,,,0.6937,False
participate table promotions,,,0.669,False
participate technical,,,0.6862,False
participate waterfall scrum,,,0.7214,False
participating,,,0.4961,False
participation,,,0.6774,False
participation team,,,0.6964,False
particle dynamics,http://data.europa.eu/esco/skill/13666d7d-41a8-42b6-80ba-34ea6a64667f,particle animation,0.7581,True
particles rigid bodies,,,0.5552,False
particular,,,0.4036,False
particular direction,,,0.4748,False
particular direction faculty,,,0.4846,False
particular study multivariate,,,0.4862,False
particular use,,,0.4248,False
particular use statistical,,,0.7055,False
particularly,,,0.3436,False
particularly ability,,,0.413,False
particularly classification,,,0.6765,False
particularly debate,,,0.7063,False
particularly debate criteria,,,0.6139,False
particularly github strong,,,0.4599,False
particularly linear functionals,,,0.5001,False
partner,,,0.5431,False
partner account manager,,,0.6467,False
partner antons sapriko,,,0.3962,False
partner audi revolut,,,0.3608,False
partner claims,,,0.5134,False
partner claims multiple,,,0.482,False
partner closely,,,0.554,False
partner ecosystem,,,0.6656,False
partner enablement,,,0.4395,False
partner enablement program,,,0.4265,False
partner growth marketing,,,0.6756,False
partner integration certification,,,0.5611,False
partner internal stakeholders,,,0.7393,False
partner management,,,0.6235,False
partner portals architect,,,0.4928,False
partner success account,,,0.471,False
partner technical,,,0.6339,False
partnermatrix,,,0.4132,False
partners customers,http://data.europa.eu/esco/skill/8330c86e-63cf-4be6-849f-4f77628cc5c5,satisfy customers,0.7533,True
partners eu,,,0.5561,False
partners internal,,,0.5623,False
partners monthly scholarship,,,0.5565,False
partners optimizing,,,0.5829,False
partners receive requests,,,0.4968,False
partners vendors,,,0.7147,False
partners vendors needed,,,0.6441,False
partnership,,,0.7011,False
partnership manager popok,,,0.4387,False
partnership new opportunitiessupport,,,0.6664,False
partnership servicetitan enabled,,,0.5113,False
partnerships,,,0.701,False
partnerships contract renewals,,,0.5042,False
partnerships data casino,,,0.693,False
partnerships influencer,,,0.61,False
partnersmonitor kpis,,,0.4927,False
parts foundational,,,0.5746,False
parts foundational mathematical,,,0.5109,False
parts platform technology,,,0.6738,False
party,,,0.7136,False
party platform managementmanaging,,,0.5446,False
party services,,,0.6468,False
party tools,,,0.5965,False
pass,,,0.4509,False
passing arithmetic operations,,,0.6096,False
passion,,,0.5133,False
passion communication software,,,0.5944,False
passion communication web,,,0.5105,False
passion customers sport,,,0.5798,False
passion gaming innovation,,,0.5875,False
passion innovation,,,0.5943,False
passion social media,,,0.5509,False
passion writing,,,0.5581,False
passion writing clean,,,0.4737,False
passionate,,,0.4735,False
passionate ambitious software,,,0.5446,False
passionate delivering,,,0.5967,False
passionate deploying ai,,,0.4383,False
passionate innovation fintech,,,0.5678,False
passionate meaningful,,,0.507,False
passionate new technologies,,,0.6433,False
passionate professionals,,,0.571,False
passionate responsible intern,,,0.4916,False
passionate technologists,,,0.5597,False
passionate technologists love,,,0.5062,False
passions luxury environment,,,0.3775,False
passive,,,0.4785,False
passive learning empowering,,,0.5078,False
past,,,0.6218,False
patch,,,0.5268,False
patch backporting,,,0.5734,False
patch backporting infrastructure,,,0.5378,False
patches,,,0.6132,False
path,,,0.5786,False
paths templates infrastructure,,,0.627,False
pathway,,,0.5005,False
pathway annotation,,,0.435,False
pathways,,,0.491,False
pathways prospects electronics,,,0.5688,False
patient,,,0.5602,False
patient center,,,0.667,False
patient flexible,,,0.564,False
patient flexible shifts,,,0.67,False
patient focused medical,,,0.5643,False
patients,,,0.6787,False
patroni haproxy,,,0.3637,False
patroni pgbouncer,,,0.3919,False
pattern,,,0.612,False
pattern oriented programming,,,0.6962,False
pattern problems,,,0.5915,False
pattern recognition,http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213,image recognition,0.7606,True
pattern recognition develop,,,0.6372,False
patterns,,,0.694,False
patterns corporate technologies,,,0.6583,False
patterns data,http://data.europa.eu/esco/skill/06670261-ea6b-4b52-a915-c7d4ff837f74,identify statistical patterns,0.7576,True
patterns data present,,,0.7433,False
patterns generic,,,0.627,False
patterns generic programming,,,0.6662,False
patterns insights,,,0.6622,False
patterns insights interpret,,,0.5809,False
patterns large databases,,,0.5757,False
patterns measures,,,0.7294,False
patterns skills,,,0.5917,False
patterns skills enhancing,,,0.6011,False
patterns underlying,,,0.6832,False
paws holdings ipo,,,0.3906,False
pay,,,0.5316,False
payable,,,0.4686,False
payfac,,,0.4622,False
payment,,,0.7248,False
payment flows,http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23,process payments,0.7755,True
payment gateway,,,0.5923,False
payment issues specialist,,,0.598,False
payment operations specialist,,,0.6072,False
payment products,,,0.6392,False
payment risk associate,,,0.5814,False
payment status support,,,0.5847,False
payment technology companyproactively,,,0.589,False
paymentology aws cloud,,,0.4628,False
payments,http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23,process payments,0.8015,True
payments affiliate management,,,0.5277,False
payments analytics fintech,,,0.5693,False
payments financial,,,0.731,False
payments financial connection,,,0.6801,False
payments online,,,0.6543,False
payments online stores,,,0.5991,False
payments reconciliations prepare,,,0.6301,False
payments requests translate,,,0.5987,False
payments solution architect,,,0.625,False
payments unlimit,,,0.5675,False
payments unlimit transforming,,,0.5881,False
payout,,,0.483,False
payroll,http://data.europa.eu/esco/skill/9d916d7c-89b3-4084-a6d9-e2b0b3091404,manage payroll,0.8122,True
payroll accounting domain,,,0.6641,False
payroll data,,,0.7341,False
payroll finance roles,,,0.7229,False
payroll modules,,,0.6988,False
payroll operations,http://data.europa.eu/esco/skill/9d916d7c-89b3-4084-a6d9-e2b0b3091404,manage payroll,0.811,True
pcb layout experiencestrong,,,0.5714,False
pci,,,0.454,False
pci dss,,,0.4445,False
pdes,,,0.4131,False
pdf,,,0.4692,False
pdf publishing workflows,,,0.508,False
pdf размером,,,0.4654,False
pearson versant assessment,,,0.4363,False
peculiarities,,,0.4481,False
peculiarities language,,,0.6042,False
peculiarities language debate,,,0.6239,False
peculiarities oral written,,,0.5684,False
peer,,,0.6819,False
peer architectures instructor,,,0.5614,False
peer peer,,,0.7268,False
peer technology reduce,,,0.548,False
penetration,,,0.614,False
people analytics,,,0.723,False
people countries,,,0.4557,False
people fields,,,0.4708,False
people mission,,,0.4884,False
people mission jobhire.ai,,,0.5432,False
perceived,,,0.5048,False
perception,,,0.5664,False
perception interpretation scientific,,,0.5582,False
perception translation,,,0.6151,False
perception translation texts,,,0.6767,False
perceptions,,,0.5802,False
perceptions culture,,,0.6386,False
perceptions culture civilization,,,0.6526,False
perceptions regarding,,,0.5147,False
perfect,,,0.328,False
perfect thrives fast,,,0.3514,False
perfectly,,,0.374,False
perform analysis,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,perform data analysis,0.8231,True
perform bayesian data,,,0.4677,False
perform comparative,,,0.6591,False
perform exploratory,,,0.4854,False
perform parameter,,,0.6103,False
perform predictive,,,0.6903,False
perform seamlessly,,,0.5059,False
perform unit,,,0.6157,False
perform unit testing,http://data.europa.eu/esco/skill/7961413f-61d0-4722-9cd9-20a050a29899,perform software unit testing,0.873,True
performance accountability,,,0.6999,False
performance advertising agency,,,0.6902,False
performance agent,,,0.5676,False
performance aircraft spacecraft,,,0.5863,False
performance aix lpar,,,0.4449,False
performance algorithms optimal,,,0.665,False
performance annual,,,0.5359,False
performance availability data,,,0.587,False
performance backend,,,0.6732,False
performance computing,,,0.6748,False
performance computing clusters,,,0.6415,False
performance desktop,,,0.6548,False
performance desktop mobile,,,0.5558,False
performance devops cloud,,,0.6294,False
performance digital marketing,,,0.7301,False
performance frontend experiences,,,0.6812,False
performance gpu cpu,,,0.5665,False
performance kpis cr,,,0.508,False
performance marketing,,,0.6752,False
performance marketing paid,,,0.5342,False
performance metrics roi,,,0.5589,False
performance monitoring specialist,,,0.7306,False
performance optimization,,,0.6587,False
performance optimization specialist,,,0.5858,False
performance profiling optimization,,,0.6676,False
performance programming,,,0.6617,False
performance reliability database,,,0.6695,False
performance reliability scalability,,,0.5483,False
performance resilience,,,0.6291,False
performance responsive web,,,0.6582,False
performance rigorous creative,http://data.europa.eu/esco/skill/e927ab40-a135-4a7a-9dfc-b57132741281,organise creative performance,0.8074,True
performance scalability,,,0.6628,False
performance scalable mobile,,,0.6438,False
performance security,,,0.6007,False
performance security standardsdetermine,,,0.5526,False
performance silicon,,,0.578,False
performance silicon chips,,,0.6065,False
performance technical,,,0.7289,False
performance testing,http://data.europa.eu/esco/skill/bbd57056-80e0-45bb-a2c1-658ed99a1251,conduct performance tests,0.7871,True
performance tracking,http://data.europa.eu/esco/skill/a7e78a0b-aec1-45fb-8f86-d1b4ab1f9c69,analyse own performance,0.791,True
performance tuning,http://data.europa.eu/esco/skill/97b890ff-acd7-46ad-8d3a-4186f4d42bbf,tuning techniques,0.7801,True
performancegenerous relocation package,,,0.5345,False
performancetracking sales goals,http://data.europa.eu/esco/skill/cbdce1f8-affe-4013-a519-283fa8ec1f6e,set sales goals,0.7886,True
performant reliable requirements,,,0.6725,False
performed,,,0.5535,False
performed sets,,,0.5081,False
performer technical management,,,0.6115,False
performing,,,0.6695,False
performing ad,,,0.6327,False
performs ai powered,,,0.4901,False
period finding shor,,,0.4486,False
periodic,,,0.4472,False
periods,,,0.5765,False
periods contribute,,,0.5211,False
periods contribute citizens,,,0.4556,False
periods contributing education,,,0.4959,False
perks,,,0.5151,False
perks benefits,,,0.4195,False
perl,http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,Perl,1.0,True
perl tcl python,,,0.702,False
perl tcl workflow,,,0.6646,False
permanent,,,0.3804,False
permanent positionstandard working,,,0.5315,False
permanent residents,,,0.4955,False
permissions,,,0.5025,False
perplexity,,,0.3965,False
persistent,,,0.4277,False
person given tumo,,,0.4187,False
personal,,,0.5182,False
personal accident,,,0.6044,False
personal accident death,,,0.5925,False
personal appearance communications,,,0.5796,False
personal appearance professional,,,0.5396,False
personal characteristics keen,,,0.5007,False
personal data,http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,protect personal data and privacy,0.7653,True
personality,,,0.7477,False
personalize experiences adobe,,,0.6398,False
personalized,,,0.5411,False
personnel,http://data.europa.eu/esco/skill/88b406d0-72e2-4087-be19-d5992d259473,personnel management,0.811,True
personnel field site,,,0.6247,False
persons disabilities nationals,,,0.6896,False
perspective,,,0.5486,False
perspective personal growth,,,0.6348,False
perspectives expertise deliver,,,0.5954,False
perspectiveseven listed formal,,,0.4366,False
persuade inspire executorscontribute,,,0.4212,False
pervasive intelligence self,,,0.5431,False
pet,,,0.6602,False
pfizer bayer consumer,,,0.4906,False
pgbouncer,,,0.4216,False
pharm leading,,,0.6159,False
pharmaceutical,http://data.europa.eu/esco/skill/7b1ab171-caed-4561-89e4-b214396b1ae8,pharmaceutical technology,0.8805,True
pharmaceutical development,http://data.europa.eu/esco/skill/34396520-b785-42dc-afe0-f74d7aa9f793,pharmaceutical drug development,0.9615,True
pharmacology drug design,,,0.7429,False
phase compilers,,,0.4273,False
phases,,,0.4754,False
phases big data,,,0.6585,False
phases lifecycle,,,0.6069,False
phases modern compilers,,,0.4521,False
phases software life,,,0.6075,False
phases vlsi large,,,0.3395,False
phd computer science,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,0.8253,True
phenomena,,,0.5403,False
phenomena interpretation functioning,,,0.574,False
phenomena moral,,,0.6955,False
phenomenon,,,0.4414,False
phenomenon scientific,,,0.5936,False
phenomenon scientific disciplines,,,0.5859,False
philosophical,http://data.europa.eu/esco/skill/967b60c2-4657-4ffc-bcaf-aab565793f97,philosophy,0.8957,True
philosophical articulate,,,0.5838,False
philosophical articulate worldview,,,0.5854,False
philosophical culture,,,0.7305,False
philosophy,http://data.europa.eu/esco/skill/967b60c2-4657-4ffc-bcaf-aab565793f97,philosophy,1.0,True
philosophy provide,http://data.europa.eu/esco/skill/967b60c2-4657-4ffc-bcaf-aab565793f97,philosophy,0.7645,True
philosophy provide foundational,,,0.7341,False
philosophy study characteristics,,,0.6971,False
