experiment,experiment_label,university,program,degree,relevant_roles,n_program_skills,n_job_skills,n_overlap,full_coverage_pct,role_coverage_pct,role_n_overlap,role_n_job_skills,n_gap,n_surplus
E3b_keybert,E3b: KeyBERT on descriptions,National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",171,4154,15,0.36,0.36,15.0,4154.0,4139,156
E3b_keybert,E3b: KeyBERT on descriptions,National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",464,4154,47,1.13,1.5,31.0,2071.0,4107,417
E3b_keybert,E3b: KeyBERT on descriptions,National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",190,4154,39,0.94,1.25,9.0,720.0,4115,151
E3b_keybert,E3b: KeyBERT on descriptions,Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",401,4154,27,0.65,0.65,27.0,4154.0,4127,374
E3b_keybert,E3b: KeyBERT on descriptions,Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",482,4154,48,1.16,1.16,48.0,4154.0,4106,434
E3b_keybert,E3b: KeyBERT on descriptions,Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",198,4154,24,0.58,0.82,20.0,2445.0,4130,174
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,595,4154,34,0.82,2.44,20.0,818.0,4120,561
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Applied Statistics and Data Science,Master,Data / ML / AI,290,4154,20,0.48,1.47,12.0,818.0,4134,270
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Blockchain and Digital Currencies,Master,"Software Engineering, Data / ML / AI",137,4154,15,0.36,0.41,10.0,2445.0,4139,122
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Data Processing in Physics and Artificial Intelligence,Bachelor,Data / ML / AI,634,4154,19,0.46,1.34,11.0,818.0,4135,615
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Data Science in Business,Master,Data / ML / AI,213,4154,30,0.72,2.2,18.0,818.0,4124,183
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,"Data / ML / AI, Software Engineering",289,4154,11,0.26,0.41,10.0,2445.0,4143,278
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Informatics and Applied Mathematics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",632,4154,26,0.63,0.63,26.0,4154.0,4128,606
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Informatics and Applied Mathematics (Part time),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",649,4154,23,0.55,0.55,23.0,4154.0,4131,626
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Information Security,Bachelor,Security,596,4154,32,0.77,6.41,10.0,156.0,4122,564
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Information Systems Development,Master,"IT Support / Admin / ERP, Software Engineering",292,4154,35,0.84,1.16,24.0,2071.0,4119,257
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Information Systems Management,Master,"IT Support / Admin / ERP, Technical Management",293,4154,20,0.48,1.25,9.0,720.0,4134,273
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,"Software Engineering, DevOps / Cloud",287,4154,24,0.58,0.71,15.0,2109.0,4130,263
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,"Data / ML / AI, Software Engineering",286,4154,9,0.22,0.25,6.0,2445.0,4145,277
E3b_keybert,E3b: KeyBERT on descriptions,Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,778,4154,20,0.48,2.55,7.0,274.0,4134,758
E2_sem,E2-Sem: LLM names-only (semantic),American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",274,1601,250,15.62,15.62,250.0,1601.0,1351,0
E2_sem,E2-Sem: LLM names-only (semantic),American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",299,1601,270,16.86,16.86,270.0,1601.0,1331,0
E2_sem,E2-Sem: LLM names-only (semantic),American University of Armenia,Data Science,Bachelor,Data / ML / AI,172,1601,144,8.99,25.93,91.0,351.0,1457,0
E2_sem,E2-Sem: LLM names-only (semantic),American University of Armenia,Engineering Sciences,Bachelor,"Hardware / Embedded, Software Engineering",188,1601,94,5.87,5.56,43.0,774.0,1507,0
E2_sem,E2-Sem: LLM names-only (semantic),American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,74,1601,29,1.81,,,,1572,0
E2_sem,E2-Sem: LLM names-only (semantic),American University of Armenia,General Education,General,unmapped,97,1601,76,4.75,,,,1525,0
E2_sem,E2-Sem: LLM names-only (semantic),American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",160,1601,167,10.43,14.35,64.0,446.0,1434,0
E2_sem,E2-Sem: LLM names-only (semantic),National Polytechnic University of Armenia,Computer Engineering,Bachelor,"Hardware / Embedded, Software Engineering",118,1601,114,7.12,8.53,66.0,774.0,1487,0
E2_sem,E2-Sem: LLM names-only (semantic),National Polytechnic University of Armenia,Computer Engineering,Master,"Hardware / Embedded, Software Engineering",107,1601,142,8.87,8.01,62.0,774.0,1459,0
E2_sem,E2-Sem: LLM names-only (semantic),National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",167,1601,124,7.75,7.75,124.0,1601.0,1477,0
E2_sem,E2-Sem: LLM names-only (semantic),National Polytechnic University of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",80,1601,20,1.25,1.25,20.0,1601.0,1581,0
E2_sem,E2-Sem: LLM names-only (semantic),National Polytechnic University of Armenia,Information Security,Bachelor,Security,104,1601,158,9.87,25.74,26.0,101.0,1443,0
E2_sem,E2-Sem: LLM names-only (semantic),National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",154,1601,186,11.62,12.35,106.0,858.0,1415,0
E2_sem,E2-Sem: LLM names-only (semantic),National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",94,1601,124,7.75,7.93,68.0,858.0,1477,0
E2_sem,E2-Sem: LLM names-only (semantic),National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",127,1601,236,14.74,14.74,236.0,1601.0,1365,0
E2_sem,E2-Sem: LLM names-only (semantic),National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",183,1601,208,12.99,19.68,146.0,742.0,1393,0
E2_sem,E2-Sem: LLM names-only (semantic),National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",185,1601,259,16.18,20.08,149.0,742.0,1342,0
E2_sem,E2-Sem: LLM names-only (semantic),National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",73,1601,36,2.25,3.42,20.0,584.0,1565,0
E2_sem,E2-Sem: LLM names-only (semantic),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",198,1601,171,10.68,10.68,171.0,1601.0,1430,0
E2_sem,E2-Sem: LLM names-only (semantic),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",105,1601,125,7.81,7.81,125.0,1601.0,1476,0
E2_sem,E2-Sem: LLM names-only (semantic),National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",156,1601,173,10.81,11.19,96.0,858.0,1428,0
E2_sem,E2-Sem: LLM names-only (semantic),National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",102,1601,156,9.74,11.43,51.0,446.0,1445,0
E2_sem,E2-Sem: LLM names-only (semantic),Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",189,1601,89,5.56,5.56,89.0,1601.0,1512,0
E2_sem,E2-Sem: LLM names-only (semantic),Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",294,1601,247,15.43,15.43,247.0,1601.0,1354,0
E2_sem,E2-Sem: LLM names-only (semantic),Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",107,1601,74,4.62,6.88,61.0,886.0,1527,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,223,1601,92,5.75,15.67,55.0,351.0,1509,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Applied Statistics and Data Science,Master,Data / ML / AI,150,1601,111,6.93,19.66,69.0,351.0,1490,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Blockchain and Digital Currencies,Master,"Software Engineering, Data / ML / AI",69,1601,64,4.0,4.4,39.0,886.0,1537,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Data Processing in Physics and Artificial Intelligence,Bachelor,Data / ML / AI,245,1601,90,5.62,11.97,42.0,351.0,1511,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Data Science in Business,Master,Data / ML / AI,102,1601,146,9.12,22.51,79.0,351.0,1455,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,"Data / ML / AI, Software Engineering",135,1601,96,6.0,5.87,52.0,886.0,1505,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Informatics and Applied Mathematics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",201,1601,99,6.18,6.18,99.0,1601.0,1502,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Informatics and Applied Mathematics (Part time),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",206,1601,102,6.37,6.37,102.0,1601.0,1499,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Information Security,Bachelor,Security,229,1601,130,8.12,20.79,21.0,101.0,1471,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Information Systems Development,Master,"IT Support / Admin / ERP, Software Engineering",137,1601,232,14.49,16.08,138.0,858.0,1369,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Information Systems Management,Master,"IT Support / Admin / ERP, Technical Management",142,1601,210,13.12,16.14,72.0,446.0,1391,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,"Software Engineering, DevOps / Cloud",142,1601,176,10.99,9.48,76.0,802.0,1425,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,"Data / ML / AI, Software Engineering",120,1601,47,2.94,4.18,37.0,886.0,1554,0
E2_sem,E2-Sem: LLM names-only (semantic),Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,320,1601,119,7.43,13.33,20.0,150.0,1482,0
E5_sem,E5-Sem: Full hybrid (semantic),American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",293,1601,264,16.49,16.49,264.0,1601.0,1337,0
E5_sem,E5-Sem: Full hybrid (semantic),American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",326,1601,288,17.99,17.99,288.0,1601.0,1313,0
E5_sem,E5-Sem: Full hybrid (semantic),American University of Armenia,Data Science,Bachelor,Data / ML / AI,194,1601,158,9.87,27.35,96.0,351.0,1443,0
E5_sem,E5-Sem: Full hybrid (semantic),American University of Armenia,Engineering Sciences,Bachelor,"Hardware / Embedded, Software Engineering",209,1601,109,6.81,6.33,49.0,774.0,1492,0
E5_sem,E5-Sem: Full hybrid (semantic),American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,90,1601,32,2.0,,,,1569,0
E5_sem,E5-Sem: Full hybrid (semantic),American University of Armenia,General Education,General,unmapped,110,1601,96,6.0,,,,1505,0
E5_sem,E5-Sem: Full hybrid (semantic),American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",190,1601,188,11.74,15.25,68.0,446.0,1413,0
E5_sem,E5-Sem: Full hybrid (semantic),National Polytechnic University of Armenia,Computer Engineering,Bachelor,"Hardware / Embedded, Software Engineering",138,1601,145,9.06,9.69,75.0,774.0,1456,0
E5_sem,E5-Sem: Full hybrid (semantic),National Polytechnic University of Armenia,Computer Engineering,Master,"Hardware / Embedded, Software Engineering",122,1601,174,10.87,9.3,72.0,774.0,1427,0
E5_sem,E5-Sem: Full hybrid (semantic),National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",190,1601,144,8.99,8.99,144.0,1601.0,1457,0
E5_sem,E5-Sem: Full hybrid (semantic),National Polytechnic University of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",97,1601,32,2.0,2.0,32.0,1601.0,1569,0
E5_sem,E5-Sem: Full hybrid (semantic),National Polytechnic University of Armenia,Information Security,Bachelor,Security,128,1601,198,12.37,30.69,31.0,101.0,1403,0
E5_sem,E5-Sem: Full hybrid (semantic),National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",174,1601,216,13.49,14.22,122.0,858.0,1385,0
E5_sem,E5-Sem: Full hybrid (semantic),National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",114,1601,151,9.43,8.97,77.0,858.0,1450,0
E5_sem,E5-Sem: Full hybrid (semantic),National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",142,1601,268,16.74,16.74,268.0,1601.0,1333,0
E5_sem,E5-Sem: Full hybrid (semantic),National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",222,1601,258,16.11,22.1,164.0,742.0,1343,0
E5_sem,E5-Sem: Full hybrid (semantic),National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",228,1601,302,18.86,22.1,164.0,742.0,1299,0
E5_sem,E5-Sem: Full hybrid (semantic),National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",85,1601,48,3.0,4.79,28.0,584.0,1553,0
E5_sem,E5-Sem: Full hybrid (semantic),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",239,1601,199,12.43,12.43,199.0,1601.0,1402,0
E5_sem,E5-Sem: Full hybrid (semantic),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",129,1601,172,10.74,10.74,172.0,1601.0,1429,0
E5_sem,E5-Sem: Full hybrid (semantic),National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",191,1601,187,11.68,12.12,104.0,858.0,1414,0
E5_sem,E5-Sem: Full hybrid (semantic),National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",124,1601,184,11.49,13.45,60.0,446.0,1417,0
E5_sem,E5-Sem: Full hybrid (semantic),Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",217,1601,104,6.5,6.5,104.0,1601.0,1497,0
E5_sem,E5-Sem: Full hybrid (semantic),Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",330,1601,275,17.18,17.18,275.0,1601.0,1326,0
E5_sem,E5-Sem: Full hybrid (semantic),Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",125,1601,102,6.37,8.8,78.0,886.0,1499,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,265,1601,105,6.56,16.52,58.0,351.0,1496,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Applied Statistics and Data Science,Master,Data / ML / AI,173,1601,125,7.81,20.8,73.0,351.0,1476,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Blockchain and Digital Currencies,Master,"Software Engineering, Data / ML / AI",85,1601,75,4.68,5.3,47.0,886.0,1526,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Data Processing in Physics and Artificial Intelligence,Bachelor,Data / ML / AI,329,1601,138,8.62,14.81,52.0,351.0,1463,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Data Science in Business,Master,Data / ML / AI,119,1601,172,10.74,24.79,87.0,351.0,1429,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Discrete Mathematics and Theoretical Informatics,Master,"Data / ML / AI, Software Engineering",167,1601,135,8.43,8.47,75.0,886.0,1466,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Informatics and Applied Mathematics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",262,1601,116,7.25,7.25,116.0,1601.0,1485,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Informatics and Applied Mathematics (Part time),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",270,1601,121,7.56,7.56,121.0,1601.0,1480,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Information Security,Bachelor,Security,275,1601,156,9.74,25.74,26.0,101.0,1445,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Information Systems Development,Master,"IT Support / Admin / ERP, Software Engineering",173,1601,275,17.18,18.53,159.0,858.0,1326,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Information Systems Management,Master,"IT Support / Admin / ERP, Technical Management",172,1601,240,14.99,18.16,81.0,446.0,1361,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,"Mathematical and Software Development of Computing Machines, Complexes, Systems and Networks",Master,"Software Engineering, DevOps / Cloud",174,1601,196,12.24,10.85,87.0,802.0,1405,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Numerical Analysis and Mathematical Modelling,Master,"Data / ML / AI, Software Engineering",150,1601,67,4.18,5.64,50.0,886.0,1534,0
E5_sem,E5-Sem: Full hybrid (semantic),Yerevan State University,Radiophysics and Computer Technology,Bachelor,Hardware / Embedded,413,1601,177,11.06,16.67,25.0,150.0,1424,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),American University of Armenia,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",485,1601,211,13.18,13.18,211.0,1601.0,1390,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),American University of Armenia,Computer and Information Science,Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",608,1601,243,15.18,15.18,243.0,1601.0,1358,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),American University of Armenia,Data Science,Bachelor,Data / ML / AI,326,1601,130,8.12,18.52,65.0,351.0,1471,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),American University of Armenia,Engineering Sciences,Bachelor,"Hardware / Embedded, Software Engineering",343,1601,90,5.62,6.07,47.0,774.0,1511,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),American University of Armenia,Environmental and Sustainability Sciences,Bachelor,unmapped,237,1601,66,4.12,,,,1535,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),American University of Armenia,General Education,General,unmapped,273,1601,75,4.68,,,,1526,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),American University of Armenia,Industrial Engineering and Systems Management,Master,"IT Support / Admin / ERP, Technical Management",315,1601,143,8.93,13.0,58.0,446.0,1458,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National Polytechnic University of Armenia,Computer Engineering,Bachelor,"Hardware / Embedded, Software Engineering",219,1601,148,9.24,9.04,70.0,774.0,1453,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National Polytechnic University of Armenia,Computer Engineering,Master,"Hardware / Embedded, Software Engineering",165,1601,163,10.18,8.91,69.0,774.0,1438,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National Polytechnic University of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",301,1601,157,9.81,9.81,157.0,1601.0,1444,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National Polytechnic University of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",161,1601,52,3.25,3.25,52.0,1601.0,1549,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National Polytechnic University of Armenia,Information Security,Bachelor,Security,162,1601,155,9.68,26.73,27.0,101.0,1446,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National Polytechnic University of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",305,1601,201,12.55,12.7,109.0,858.0,1400,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National Polytechnic University of Armenia,Information Systems,Master,"IT Support / Admin / ERP, Software Engineering",199,1601,147,9.18,9.67,83.0,858.0,1454,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National Polytechnic University of Armenia,Information Technologies,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",236,1601,243,15.18,15.18,243.0,1601.0,1358,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National Polytechnic University of Armenia,Software Engineering,Bachelor,"Software Engineering, QA / Testing",384,1601,273,17.05,21.29,158.0,742.0,1328,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National Polytechnic University of Armenia,Software Engineering,Master,"Software Engineering, QA / Testing",351,1601,269,16.8,19.0,141.0,742.0,1332,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National University of Architecture and Construction of Armenia,Geographic Information Systems,Master,"Data / ML / AI, IT Support / Admin / ERP",139,1601,89,5.56,6.85,40.0,584.0,1512,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",610,1601,257,16.05,16.05,257.0,1601.0,1344,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National University of Architecture and Construction of Armenia,Informatics (Computer Science),Master,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",211,1601,181,11.31,11.31,181.0,1601.0,1420,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National University of Architecture and Construction of Armenia,Information Systems,Bachelor,"IT Support / Admin / ERP, Software Engineering",614,1601,238,14.87,15.73,135.0,858.0,1363,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),National University of Architecture and Construction of Armenia,Project Management (in Information Technologies),Master,"Technical Management, IT Support / Admin / ERP",229,1601,209,13.05,19.28,86.0,446.0,1392,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),Russian-Armenian University,Applied Mathematics and Informatics,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",542,1601,152,9.49,9.49,152.0,1601.0,1449,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),Université Française en Arménie,Computer Science,Bachelor,"Software Engineering, Hardware / Embedded, IT Support / Admin / ERP, DevOps / Cloud, Data / ML / AI, Security, QA / Testing, Technical Management, UX / Product Design",645,1601,283,17.68,17.68,283.0,1601.0,1318,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),Université Française en Arménie,MS in Computer Science - Artificial Intelligence: Foundations and Applications,Master,"Data / ML / AI, Software Engineering",240,1601,112,7.0,9.14,81.0,886.0,1489,0
E3a_sem,E3a-Sem: TF-IDF descriptions (semantic),Yerevan State University,Applied Statistics and Data Science,Bachelor,Data / ML / AI,717,1601,155,9.68,18.23,64.0,351.0,1446,0
