course_id,university,program_name,program_code,degree_level,course_code,course_name,course_name_original,credits,component,semester,description,prerequisites,assessment,academic_year,source_url,source_language,notes,course_name_en,description_en
636,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Լազերներ և կապի օպտիկական համակարգեր,,6.0,Professional,7.0,"· ուսանողներին գիտելիքներ մատուցել լազերային ֆիզիկայի հիմնադրույթների վերաբերյալ՝ ներկայացնել լազերների աշխատանքի սկզբունքը, կառուցվածքը և տեսակները, · վերլուծել լազերային ճառագայթման կիրառությունները:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Lasers and Optical Communication Systems,"· Provide students with knowledge on the fundamentals of laser physics, including the principles of laser operation, structure, and types, · analyze the applications of laser radiation."
637,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Ֆիզիկական պրոցեսների համակարգչային մոդելավորում,,6.0,Professional,5.0,"· ուսանողներին ծանոթացնել ռադիոֆիզիկայի ոլորտին բնորոշ ֆիզիկական երևույթների նկարագրման/մոդելավորման համակարգչային մեթոդներին · ծանոթացնել համակարգչային մոդելավորմնան ժամանակակից փաթեթներին, դրանց հիմքում ընկած մոտեցումներին և մոտարկումներին · ներկայացնել էլեկտրամագնիսական պրոցեսների համակարգչային նկարագրման վերջավոր տարրերի (FEM) և ժամանակային տիրույթի վերջավոր տարբերությունների եղանակներին (FDTD)",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Computer Modeling of Physical Processes,"- Introduce students to the computer methods for describing/modeling physical phenomena characteristic of the field of radiophysics. 
- Familiarize them with modern packages for computer modeling, the approaches and approximations underlying them. 
- Present the finite element methods (FEM) for computer description of electromagnetic processes and the finite difference time domain methods (FDTD)."
638,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Սխեմատեխնիկայի հիմունքներ,,6.0,Professional,6.0,· ուսանողներին ծանոթացնել ռադիոէլեկտրոնային սխեմատեխնիկայի հիմունքներին ու սխեմաների նախագծման ժամանակակից տեխնոլոգիական մակարդակին: · սովորեցնել նախագծել և կառուցել պարզագույն էլեկտրոնային սխեմաներ հիմնվելով նախագծվող սարքի կամ հանգույցի սկզբունքային առանձնահատկությունների վրա: · մոդելավորել և վերլուծել նախագծվող և արդեն պատրաստի սարքերի առանձին հանգույցները նմանակաման արդի համակարգչային ծրագրերի օգնությամբ: · ուղենշել սխեմատեխնիկայում հնարավոր գործածության ոլորտները և զարգացման հեռանկարները:,,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Fundamentals of Circuit Design,"- Introduce students to the fundamentals of radio-electronic circuit design and the modern technological level of circuit design. 
- Teach how to design and construct simple electronic circuits based on the principal characteristics of the device or node being designed. 
- Model and analyze the individual nodes of the designed and already manufactured devices with the help of modern computer simulation programs. 
- Indicate the possible fields of application in circuit design and the prospects for development."
639,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Ինֆորմացիայի տեսություն և կոդավորում,,6.0,Professional,6.0,· ուսանողներին ծանոթացնել ինֆորմացիայի տեսության տարրերին · ծանոթացնել թվային կապի համակարգերում կիրառվող կապուղու կոդավորման թեորեմներին · ներկայացնել թվային կապի համակարգերի տվյալների առանց կորուստների և կորուստներով սեղմման եղանակները,,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Information Theory and Coding,"- Introduce students to the elements of information theory  
- Familiarize them with the coding theorems used in digital communication systems  
- Present the methods of lossless and lossy compression of data in digital communication systems"
640,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Վիճակագրական ռադիոֆիզիկա և հավանականությունների տեսություն,,6.0,Professional,6.0,· ուսանողներին ներկայացնել վիճակագրական ռադիոֆիզիկայի հիմնական խնդիրները: · ուսանողներին ծանոթացնել վիճակագրական ռադիոֆիզիկայի խնդիրների լուծման հիմնական մեթոդներին,,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Statistical Radiophysics and Theory of Probabilities,"- Introduce students to the main problems of statistical radiophysics. 
- Familiarize students with the main methods for solving problems in statistical radiophysics."
641,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Ռադիոտեխնիկայի և տատանումների տեսության հիմունքներ-2,,6.0,Professional,5.0,"· ուսանողներին ներկայացնել ոչ գծային շղթաների ուսումնասիրման եղանակները, · ծանոթացնել ռադիոընդունիչ և ռադիոհաղորդիչ համակարգերում կիրառվող ոչ գծային հիմնական հանգույցների հետ, · լուսաբանել տատանումների տեսության հիմնական խնդիրները:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Fundamentals of Radio Engineering and Theory of Fluctuations-2,"- Introduce students to the methods of studying non-linear circuits,  
- Familiarize them with the non-linear fundamental components used in radio receiver and transmitter systems,  
- Explain the main problems of fluctuation theory."
642,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,506,Կիսահաղորդչային սարքերի ֆիզիկա,,6.0,Professional,5.0,"· Ծանոթացնել կիսահաղորդչային սարքերի տեսակներին, · Ծանոթացնել կիսահաղորդչային սարքերում ընթացող ֆիզիկական պրոցեսներին, · Ներկայացնել ամենատարբեր բնագավառներում դրանց կիրառությունները:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Physics of Semiconductor Devices,"- Introduce the types of semiconductor devices,  
- Familiarize with the physical processes occurring in semiconductor devices,  
- Present their applications in various fields."
643,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Գիտափորձի ավտոմատացում,,6.0,Professional,8.0,"· ծանոթացնել LabVIEW ծրագրային փաթեթի հետ աշխատելու հարմարավետությանը · սովորեցնել LabVIEW միջավայրում թվային-անալոգային փոխակերպիչների հետ աշխատելու սկզբունքները · ծանոթացնել NI-ի տարբեր ֆիզիկական սարքավորումների հետ աշխատելու սկզբոունքներին · ծանոթացնել LabVIEW ծրագրային միջավայրում տվյալների ներմուծման, մշակման և արտածման հնարավորություններին",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Automation of Experiments,"- Introduce the convenience of working with the LabVIEW software package  
- Teach the principles of working with digital-to-analog converters in the LabVIEW environment  
- Introduce the principles of working with various NI physical devices  
- Familiarize with the data import, processing, and export capabilities in the LabVIEW software environment"
644,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,412,Միկրոաշխարհի քվանտային ֆիզիկա,,6.0,Professional,5.0,"· Ծանոթացնել քվանտային ֆիզիկայի հիմնական գաղափարներին, · Ծանոթացնել քվանտային ֆիզիկայի փորձնական հիմնավորմանը, · Ծանոթացնել քվանտային ֆիզիկայի օգտագործմանը ֆիզիկայի տարբեր բնագավառներում:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Quantum Physics of the Microcosm,"- Introduce the main concepts of quantum physics,  
- Introduce the experimental foundations of quantum physics,  
- Introduce the applications of quantum physics in various fields of physics:"
645,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Ռադիոտեխնիկայի և տատանումների տեսության հիմունքներ-1,,9.0,Professional,4.0,"· ուսանողներին ներկայացնել գծային շղթաների հաշվարկման եղանակները · ծանոթացնել ժամանակային և հաճախային տիրույթներին հաշվարկման մեթոդաբանության հետ, · լուսաբանել ռադիոտեխնիկական հանգուցային շղթաների բնութագրերը:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Fundamentals of Radio Engineering and Theory of Oscillations-1,"- Introduce students to the methods of calculating linear circuits. 
- Familiarize them with the methodologies of calculation in the time and frequency domains. 
- Explain the characteristics of radio engineering network circuits."
646,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,413,Ֆոտոնիկայի հիմունքներ,,6.0,Professional,4.0,"· Ծանոթացնել օպտիկական երևույթների հետ կապված՝ հիմնարար փորձերին և պատկերացումների զարգացմանը, · Ծանոթացնել լույսի էլեկտրամագնիսական տեսությանն ու փորձարարական հիմունքնարին, · Ծանոթացնել լույսի քվանտային բնույթին և փորձերին, որոնք հիմնաքվորում են դրանք, · Ծանոթացնել փորձարարական օպտիկայի հնարավորություններին և դրանց կիրառությանը պածտպանական համակարգերում:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Fundamentals of Photonics,"- Introduce fundamental experiments and the development of concepts related to optical phenomena,  
- Introduce the electromagnetic theory of light and its experimental foundation,  
- Introduce the quantum nature of light and the experiments that substantiate it,  
- Introduce the possibilities of experimental optics and their application in protective systems."
647,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Մաթեմատիկական անալիզ-1,,6.0,Professional,1.0,"· ծանոթացնել ֆունկցիայի գաղափարի հետ, · փոխանցել հաջորդականությունների և ֆունկցիաների սահմանները հաշվելու հմտությունները և կարողությունները, · սովորեցնել գտնել ֆունկցիայի ածանցյալը, · բացատրել ածանցյալի կիրառությունները տարբեր բնագավառներում։",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Mathematical Analysis-1,"- Introduce the concept of a function,  
- Convey the skills and abilities to calculate the limits of sequences and functions,  
- Teach how to find the derivative of a function,  
- Explain the applications of derivatives in various fields."
648,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Էլեկտրականություն և մագնիսականություն -2,,6.0,Professional,3.0,"· ընդհանուր ֆիզիկայի դասընթացի սահմաններում ուսանողներին հանգամամանալի գիտելիքներ մատուցել Էլեկտրական և մագնիսական պրոցեսների վերաբերյալ, որոնք հիմք կծառայեն մասնագիտության խորացված յուրացմանը միտված հետագա դասընթացների համար:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Electricity and Magnetism - 2,"Within the framework of the general physics course, to provide students with comprehensive knowledge regarding Electric and Magnetic processes, which will serve as a foundation for further courses aimed at the in-depth mastery of the specialization."
649,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Կոմպլեքս անալիզ,,9.0,Professional,3.0,"· Ծանոթացնել կոմպեքս փոփոխականի ֆունկցիաների տեսու­թ­յան հիմնական գաղափարներին, · Ծանոթացնել ֆիզիկայի տարբեր բնագա­վառ­ներում այդ տեսությունը կիրառության հետ։",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Complex Analysis,"- Introduce the main concepts of the theory of complex variable functions, 
- Familiarize with the application of this theory in various fields of physics."
650,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Մաթեմատիկական անալիզ-3,,6.0,Professional,3.0,· Ներկայացնել թվային և ֆունկցիոնալ շարքերի տեսությունը։ · Ծանոթացնել կորագիծ և մակերևութային ինտեգրալների տեսությանը։ · Ներկայացնել կրկնակի և եռակի ինտեգրալների գաղափարները։ · Ծանոթացնել Ֆուրիեի շարքերի գաղափարներին։ · Լուսաբանել պարամետրից կախված ինտգերալների տեսությունը։,,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Mathematical Analysis-3,"- Present the theory of numerical and functional series. 
- Introduce the theory of contour and surface integrals. 
- Present the concepts of double and triple integrals. 
- Familiarize with the ideas of Fourier series. 
- Illuminate the theory of integrals dependent on parameters."
651,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Համակարգչային պրակտիկում,,3.0,Professional,3.0,"· Ծանոթացնել Matlab ծրագրային փաթեթի հետ, · ծանոթացնել գրաֆիկների և մակերևույթների կառուցման և հետազոտության մեթոդների հետ։ · ծանոթացնել Matlab ծրագրավորման լեզվի հիմնական գաղափարների հետ։",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Computer Practicum,"- Introduce the Matlab software package, 
- familiarize with methods for constructing and analyzing graphs and surfaces. 
- Introduce the main concepts of the Matlab programming language."
652,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Էլեկտրականություն և մագնիսականություն -1,,6.0,Professional,2.0,"· ընդհանուր ֆիզիկայի դասընթացի սահմաններում ուսանողներին հանգամամանալի գիտելիքներ մատուցել Էլեկտրական և մագնիսական պրոցեսների վերաբերյալ, որոնք հիմք կծառայեն մասնագիտության խորացված յուրացմանը միտված հետագա դասընթացների համար:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Electricity and Magnetism - 1,"Within the framework of the general physics course, to provide students with comprehensive knowledge regarding Electric and Magnetic processes, which will serve as a foundation for further courses aimed at the in-depth mastery of the specialization."
653,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,414,Մոլեկուլային ֆիզիկա և ջերմադինամիկա,,6.0,Professional,2.0,"· Ծանոթացնել նյութի կառուցվածքի մոլեկուլային - կինետիկ տեսությանը, · Ծանոթացնել մասնիկների համակարգի ուսումնա­սիր­ման ջերմադինամիկական մեթոդին, · Ծանոթացնել նյութի գազային, հեղուկ և պինդ վիճակների ֆիզիկական հատ­կություններին, այդ վիճակներից մեկից մյուսին անցնելու օրինաչափություններին:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Molecular Physics and Thermodynamics,"- Introduce the molecular-kinetic theory of the structure of matter,  
- Introduce the thermodynamic method for studying particle systems,  
- Introduce the physical properties of the gaseous, liquid, and solid states of matter, and the regularities of transition from one state to another."
654,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Ծրագրավորման հիմունքներ -2,,3.0,Professional,2.0,· Ծանոթացնել ծրագրավորման լեզվի հիմնական գաղափարներին։ · Ծանոթացնել ստրուկտուրացված և օբյեկտ կողմնորոշված ծրագրավորման գաղափարների հետ։ · Ուսուցանել աշխատել մեծ թվով տվյալների հետ։ · Ծանոթացնել համակարգչի հիշողության հետ։ · Ուսուցանել աշխատել տողերի և ֆայլերի հետ։ · Ծանոթացնել տարբեր գրադարանների հետ։ · Ուսուցանել օբյեկտ կողմնորոշված ծրագրավորման հիմնական գաղափարները։,,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Fundamentals of Programming - 2,"- Introduce the fundamental concepts of programming languages. 
- Familiarize with structured and object-oriented programming concepts. 
- Teach how to work with large amounts of data. 
- Introduce computer memory. 
- Teach how to work with strings and files. 
- Familiarize with various libraries. 
- Teach the fundamental concepts of object-oriented programming."
655,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Մաթեմատիկական անալիզ-2,,9.0,Professional,2.0,"· Ծանոթացնել դիֆերենցիալ և ինտեգրալ հաշվի գաղափար­նե­րին և մեթոդներին, · Ներկայացնել դիֆերենցիալ և ինտեգրալ հաշվի կիրառութ­յուն­ներին ռադիոֆիզի­կայում:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Mathematical Analysis-2,"- Introduce the concepts and methods of differential and integral calculus, 
- Present the applications of differential and integral calculus in radiophysics."
656,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Հետազոտության պլանավորում և մեթոդներ,,3.0,Professional,1.0,"· ուսանողներին ծանոթացնել ժամանակակից գիտահետազոտական աշխատանքների կազմակերպման և պլանավորման առանձնահատկություններին: · լուսաբանել գիտական հետազոտությունների մեթոդաբանությունը և հիմանական ժամանակագրությունը, գիտական հետազոտություւներում տվյալների փորձարարական գրանցման, տեսական մեկնաբանություն, համակարգչային մշակաման և նմանակաման արդի եղանակները: · ուղենշել գիտական աշխատանքների կատարման ձևաչափերը և էթիկայի նորմերը:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Research Planning and Methods,"- Introduce students to the characteristics of organizing and planning modern scientific research work. 
- Illuminate the methodology of scientific research and its main timeline, as well as the contemporary methods of experimental data recording, theoretical interpretation, computer processing, and simulation in scientific research. 
- Outline the formats for conducting scientific work and the norms of ethics."
657,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,412,Մեխանիկայի հիմունքներ,,9.0,Professional,1.0,"· Ուսանողներին ծանոթացնել մեխանիկայի, մոլեկուլային ֆիզիկայի և ջերմադինամիկայի հիմնական օրենքներին, · ուսուցանել մեխանիկական շարժման օրենքներն ու օրինաչափությունները, նյութի կառուցվածքի մոլեկուլային-կինետիկ տեսությունը, մասնիկների համակարգի ուսումնա­սիր­ման ջերմադինամիկական եղանակը: · պատկերացում ձևավորել տարբեր բնագիտական ու տեխնիկական խնդիրների լուծման նպատակով ֆիզիկայի օրենքների ու մոդելների գործնական կիրառման վերաբերյալ:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Fundamentals of Mechanics,"- Introduce students to the fundamental laws of mechanics, molecular physics, and thermodynamics. 
- Teach the laws and principles of mechanical motion, the molecular-kinetic theory of the structure of matter, and the thermodynamic methods for studying particle systems. 
- Develop an understanding of the practical application of the laws and models of physics for solving various scientific and technical problems."
658,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Ծրագրավորման հիմունքներ -1,,6.0,Professional,1.0,· Ծանոթացնել ծրագրավորման լեզվի հիմնական գաղափարներին։ · Ծանոթացնել պայմանի և ցիկլի օպերատորների հետ։ · Ուսուցանել աշխատել մեծ թվով տվյալների հետ։ · Ծանոթացնել համակարգչի հիշողության հետ։ · Ուսուցանել աշխատել տողերի և ֆայլերի հետ։ · Ծանոթացնել տարբեր գրադարանների հետ։ · Ուսուցանել օբյեկտ կողմնորոշված ծրագրավորման հիմնական գաղափարները։,,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Fundamentals of Programming - 1,"- Introduce the basic concepts of programming languages. 
- Introduce conditional and loop operators. 
- Teach how to work with large amounts of data. 
- Introduce computer memory. 
- Teach how to work with strings and files. 
- Introduce various libraries. 
- Teach the fundamental concepts of object-oriented programming."
659,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Ծրագրավորվող էլեկտրոնիկա,,6.0,Professional,7.0,"· ուսանողներին ծանոթացնել էլեկտրոնային սարքավորումներ նկարագրող լեզուներին (VHDL, Verilog) · ծանոթացնել անալոգային, թվային և խառը էլեկտրոնային համակարգերի, թվային համակարգերի մոդելավորման սկզգունքներին · ներկայացնել VHDL լեզվի կառուցվածքը, էլեկտրոնային համակարգերի տարրերի նկարագրման եղանակները",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Programmable Electronics,"- Introduce students to the languages describing electronic devices (VHDL, Verilog) 
- Familiarize them with the principles of modeling analog, digital, and mixed electronic systems, as well as digital systems 
- Present the structure of the VHDL language and the methods for describing the elements of electronic systems"
660,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,0,Մասնագիտական պրակտիկա,,3.0,Professional,8.0,Գործնական աշխատանքների միջոցով զարգացնել ուսանողի մասնագիտական հմտությունները և մասնագիտական ոլորտում ինքնուրույն աշխատելու կարողությունները,,Attestation,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Professional Practice,Develop the student's professional skills and the ability to work independently in the professional field through practical work.
661,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Արհեստական բանականությամբ համակարգեր,,6.0,Professional,8.0,"· ուսանողին տալ գիտելիքներ մեքենայական ուսուցման մեթոդների վերաբերյալ, որոնք ընկած են արհեստական բանականության ոլորտի հիմքում։ · ուսանողներին ներկայացնել արհեստական բանականության և տվյալների մշակման դերը արդի տեխնոլոգիաներում։",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Artificial Intelligence Systems,"- To provide students with knowledge of machine learning methods that are fundamental to the field of artificial intelligence. 
- To introduce students to the role of artificial intelligence and data processing in modern technologies."
662,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Թվային ԻՍ և միկրոպրոցեսորներ,,6.0,Professional,7.0,"· ուսանողներին ծանոթացնել թվային սխեմաների և միկրոպրոցեսորների ընտանիքների առանձնահատկություններին, նրանց կառուցվածքին ու ճարտարա­պետությանը: · ուղենշել ժամանակակից հիշասարքերի գործածության ոլորտները և զարգացման հեռանկարները: · սովորեցնել միկրոպրոցեսորների հրամանների համակարգը:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Digital Logic and Microprocessors,"- To familiarize students with the characteristics of digital circuits and families of microprocessors, their structure and architecture. 
- To outline the fields of application and development prospects of modern memory devices. 
- To teach the instruction set of microprocessors."
663,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Իրերի ինտերնետ և կիրառություններ,,6.0,Professional,7.0,"· ուսանողներին ներկայացնել իրերի ինտերնետի էությունը · ծանոթացնել իրերի ինտերնետում ներգրավված սենսորների միջև կապի մեխանիզմները, · լուսաբանել անլար կապի համակարգով իրերի ինտերնետի կառուցման սկզբունքները:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Internet of Things and Applications,"- Introduce students to the essence of the Internet of Things. 
- Familiarize them with the connection mechanisms between sensors involved in the Internet of Things. 
- Explain the principles of constructing the Internet of Things using wireless communication systems."
664,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Շարժական կապի համակարգեր,,6.0,Professional,6.0,"· ուսանողներին ծանոթացնել ժամանակակից մոբիլ կապի համակարգերի աշխատանքի սկզբունքներին · ծանոթացնել շարժական կապի համակարգերում առկա հիմնախնդիրներին և դրանց լուծման ուղղիներին · ներկայացնել մոբիլ կապի համակարգերում կիրառվող մոդուլման և կոդավորման եղանակները, հավանաակն սխալների դեմ պայքարի մեթոդները",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Mobile Communication Systems,"- Introduce students to the principles of operation of modern mobile communication systems. 
- Familiarize them with the existing challenges in mobile communication systems and the directions for their solutions. 
- Present the modulation and coding techniques used in mobile communication systems, as well as the methods for combating probable errors."
665,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Հեռահաղորդակցական համակարգերի մոդելավորում,,6.0,Professional,7.0,· ուսանողներին ծանոթացնել հեռահաղորդակցական համակարգերի մոդելավորման ժամանակակից միջոցներին · ծանոթացնել թվային կապի համակարգերի մոդելավորմանը · ներկայացնել թվային կապի համակարգերում սխալների առաջացման պատճառները և դրանց գնահատման մեթոդները,,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Modeling of Telecommunication Systems,"- Introduce students to modern methods of modeling telecommunication systems  
- Familiarize with the modeling of digital communication systems  
- Present the causes of errors in digital communication systems and their assessment methods"
666,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Կիրառական միկրոալիքային էլեկտրադինամիկա,,6.0,Professional,7.0,· ուսանողներին ծանոթացնել էլեկտրադինամիկական համակարգերը նկարագրող դիֆերենցիալ հավասարումների լուծման եղանակների հետ: · ուսուցանել “Consol” համակարգով ռադիոֆիզիկական խնդիրների լուծման ձևերը: · հմտություններ ձևավորել էլեկտրադինամիկական համակարգերի համակարգչային մոդելավորման ուղղությամբ:,,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Applied Microwave Electrodynamics,"- To familiarize students with methods for solving differential equations that describe electrodynamic systems. 
- To teach the methods for solving radiophysical problems using the ""Consol"" system. 
- To develop skills in computer modeling of electrodynamic systems."
667,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Միկրո և նանո համակարգերի նմանակում,,6.0,Professional,8.0,"· ուսանողներին ծանոթացնել միկրո և նանոչափային համակարգերի հիմունքներին և դրանց մոդելավորման ժամանակակից տեխնոլոգիական մեթոդներին, · ուսանողներին սովորեցնել իրականացնել հետազոտվող ֆիզիկական համակարգի տեսական մոդելի պարամետրերի վերլուծություն, · ուսանողներին սովորեցնել կառուցել դիտարկվող տեսական համակարգը՝ արդի համակարգչային տեխնիկայի և մոդելավորման ծրագրերի կիրառությամբ: · ուղենշել գերփոքր չափսերով համակարգերի մոդելավորման հնարավոր գործածության ոլորտները և զարգացման հեռանկարները:",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Simulation of Micro and Nano Systems,"- Introduce students to the fundamentals of micro and nanoscale systems and their modern technological methods of modeling, 
- Teach students to perform parameter analysis of the theoretical model of the physical system under investigation, 
- Instruct students to construct the observed theoretical system using contemporary computer technology and modeling software. 
- Indicate the potential application areas and development prospects for modeling systems of extremely small sizes."
668,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,505,Գիտափորձի ավտոմատացման պրակտիկում,,6.0,Professional,5.0,"· Ուսանողների մոտ ձևավորել պատկերացում գիտական վիրտուալ և իրական փորձերի իրականացման մասին · ներկայացնել LabVIEW ծրագրային միջավայրը · ծանոթացնել LabVIEW ծրագրային միջավայրում տվյալների ներմուծման, մշակման և արտածման հնարավորություններին",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Practicum in Automation of Experiments,"· To develop an understanding among students about the implementation of scientific virtual and real experiments · to present the LabVIEW software environment · to familiarize with the data input, processing, and output capabilities in the LabVIEW software environment"
669,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,507,Թվային կապի համակարգեր,,6.0,Professional,7.0,"· ուսանողներին ծանոթացնել թվային կապի հիմունքներին, ժամանակակից թվայի կապի կառուցվածքային առանձնահատկություններին · ծանոթացնել անալոգային ազդանշանների թվայնացման հիմունքներին · ներկայացնել թվային կապի համակարգերում սխալների առաջացման պատճառները և դրանց գնահատման մեթոդները · ծանոթացնել թվային կապի համակարգերում կիրառվող կոդավորման և մոդուլման եղանակներին",,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Digital Communication Systems,"- Introduce students to the fundamentals of digital communication and the structural characteristics of modern digital communication. 
- Familiarize them with the principles of digitizing analog signals. 
- Present the causes of errors in digital communication systems and the methods for their evaluation. 
- Introduce the coding and modulation techniques used in digital communication systems."
670,Yerevan State University,Radiophysics and Computer Technology,055102.02.6,Bachelor,506,Կիսահաղորդչային սարքեր և նանոսենսորներ,,6.0,Professional,7.0,- ծանոթացնել կիսահաղորդչային սենսորների առանձնահատկություններին։ - ծանոթացնել ռեզիստիվ գազային սենսորների բնութագրերին։,,Exam,2025/2026,https://ysu.am/en/faculty/525/educational-program-858/edu-plan,Armenian,,Semiconductor Devices and Nanosensors,- Introduce the characteristics of semiconductor sensors. - Introduce the specifications of resistive gas sensors.
